선박용도(통계용),사건명,위도,경도
어선,예인선 선진803호의 피예인어선 민우호 전복사건,35.44277778,129.3741667
어선,어선 1명복호 전복사건,38.08111111,128.6777778
어선,"어선 윤재호, 어선 남용호 충돌사건",34.32083333,126.7530556
어선,어선 동운호 선원사망사건,35.045,128.98
어선,어선 남해호 등 8척 침수사건,34.39222222,126.6477778
어선,어선 윤성호 침수사건,34.8325,127.9975
어선,어선 거북호 운항저해사건,34.89888889,128.1686111
어선,어선 혜연호 선원사망사건,34.38333333,127.25
어선,어선 해밀턴 제트(Hamilton jet) 침수사건,35.19055556,128.5683333
어선,어선 철영호 선원사망사건,38.50138889,128.4722222
어선,어선 성일호 기관손상사건,34.63666667,128.2813889
어선,어선 성남호 기관손상사건,34.61666667,128.45
어선,낚시어선 현일호 기관손상사건,33.9725,127.2008333
어선,선명미상 무등록선 안전저해사건,34.45833333,127.77
어선,미등록어선 전복사건,35.06861111,128.7816667
어선,선명미상 무등록선 침수사건,34.52833333,127.1286111
어선,무등록어선 전복사건,34.88194444,128.3788889
어선,어선 월성호 해양오염사건,35.61666667,129.4530556
어선,어선 수성호 선원사망사건,34.26666667,126.45
어선,낚시어선 체리피시호어선 종희호 충돌사건,34.61027778,127.7238889
어선,어선 신양호 침수사건,37.46388889,129.1777778
어선,낚시어선 명량피싱호.무등록선박 충돌사건,34.73527778,127.7380556
어선,낚시어선 금강호.무등록선박 충돌사건,34.71888889,127.7158333
어선,무등록선박 침수사건,34.31666667,126.765
어선,어선 해군호 선원사망사건,35.15361111,129.1816667
어선,어선 제2구봉호.무등록선박 충돌사건,34.59361111,127.7638889
어선,어선 선명미상 전복사건,38.01666667,124.5666667
어선,어선 월성호 운항저해사건,35.65,129.45
어선,어선 성광호 기관손상사건,34.81694444,128.5297222
어선,기타선 선명무 전복사건,36.95166667,126.8363889
어선,기타선 전남저널호 부유물감김사건,34.71666667,127.7436111
어선,어선 수영호 선원사망사건,34.94944444,128.3305556
어선,무등록선박 화재사건,35.02777778,126.0916667
어선,예인선 덕정3호 등 2척 침수사건,37.4575,126.6016667
어선,어선 장진호 기관손상사건,34.20194444,126.4913889
어선,기타선 부용호 기관손상사건,34.71666667,127.6666667
어선,어선 종복호 기관손상사건,34.81666667,126.35
어선,어선 영광1호 기관손상사건,34.32472222,126.9258333
